,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
184,FR,BMW X5,35000.0,120000 ,2006,- hp,Gasoline,Automatic,317 ,13.1 
185,FR,BMW X5,35200.0,81650 ,2009,211 hp,Diesel,Automatic,- (,- (
186,FR,BMW X5,35290.0,50468 ,2016,258 hp,Diesel,Automatic,- (,- (
187,FR,BMW X5,35850.0,144508 ,2018,258 hp,Diesel,Automatic,146 ,- (
188,FR,BMW X5,35990.0,104355 ,2014,313 hp,Diesel,Automatic,- (,- (
189,FR,BMW X5,35999.0,91647 ,2016,318 hp,Diesel,Automatic,- (,- (
190,FR,BMW X5,36880.0,58510 ,2016,234 hp,Diesel,Automatic,139 ,- (
191,FR,BMW X5,36900.0,125787 ,2014,- hp,Diesel,Automatic,157 ,- (
192,FR,BMW X5,36980.0,77990 ,2017,234 hp,Others,Automatic,- (,- (
193,FR,BMW X5,36990.0,108017 ,2017,313 hp,- (Fuel),Automatic,77 ,3.3 
194,FR,BMW X5,36995.0,52056 ,2016,262 hp,Diesel,Automatic,156 ,5.9 
195,FR,BMW X5,36995.0,52056 ,2016,258 hp,Diesel,Automatic,156 ,5.9 
196,FR,BMW X5,37900.0,105000 ,2016,234 hp,Diesel,Automatic,157 ,6 
197,FR,BMW X5,37990.0,138018 ,2015,- hp,Diesel,Automatic,159 ,- (
198,FR,BMW X5,37990.0,81245 ,2017,262 hp,Diesel,Automatic,139 ,- (
199,FR,BMW X5,37999.0,104370 ,2015,- hp,Diesel,Automatic,- (,- (
200,,,,,,318 hp,,,,
201,FR,BMW X5,38990.0,52890 ,2018,234 hp,Diesel,Automatic,146 ,- (
202,FR,BMW X5,39800.0,92184 ,2017,- hp,- (Fuel),Automatic,77 ,- (
203,FR,BMW X5,39840.0,103111 ,2017,249 hp,Diesel,Automatic,156 ,- (
204,FR,BMW X5,39890.0,92800 ,2014,258 hp,Diesel,Automatic,158 ,6 
205,FR,BMW X5,39900.0,21700 ,2016,245 hp,Diesel,Automatic,139 ,- (
206,FR,BMW X5,39939.0,64956 ,2015,262 hp,Diesel,Automatic,- (,- (
207,FR,BMW X5,39990.0,120596 ,2016,386 hp,Diesel,Automatic,158 ,- (
208,FR,BMW X5,40284.0,90000 ,2016,231 hp,Diesel,Manual,- (,- (
209,FR,BMW X5,40985.0,123096 ,2016,- hp,Diesel,Automatic,159 ,- (
210,FR,BMW X5,41876.0,68473 ,2018,258 hp,Diesel,Automatic,141 ,- (
211,FR,BMW X5,41890.0,9000 ,2017,245 hp,Diesel,Manual,- (,- (
212,FR,BMW X5,41900.0,86919 ,2017,,Electric/Gasoline,Automatic,77 ,- (
213,FR,BMW X5,42450.0,112000 ,2018,,Diesel,Automatic,183 ,6.9 
214,FR,BMW X5,42490.0,78800 ,2017,,Electric/Gasoline,Automatic,77 ,3.3 
215,FR,BMW X5,42590.0,93890 ,2017,,Diesel,Automatic,158 ,- (
216,FR,BMW X5,42700.0,96496 ,2016,,Diesel,Automatic,173 ,- (
217,FR,BMW X5,42701.0,81095 ,2018,,Diesel,Automatic,146 ,- (
