,Country,Model,Price,Km,Year,Power_Hd,Fuel,Gearbox,CO2,Consumption
454,DE,MINI Cooper,17390.0,31319 ,2013,122 hp,Gasoline,Manual,135 ,5.7 
455,DE,MINI Cooper S,17599.0,119000 ,2016,192 hp,Gasoline,Automatic,139 ,5.9 
456,DE,MINI Cooper Countryman,17990.0,32379 ,2017,136 hp,Gasoline,Manual,130 ,5.7 
457,DE,MINI Cooper,18240.0,20245 ,2015,136 hp,Gasoline,Automatic,111 ,4.8 
458,DE,MINI Cooper D,18399.0,69800 ,2017,116 hp,Diesel,Automatic,95 ,3.6 
459,DE,MINI Cooper,18450.0,34990 ,2018,136 hp,Gasoline,Manual,122 ,5.4 
460,DE,MINI Cooper,18490.0,73298 ,2018,136 hp,Gasoline,Automatic,109 ,4.7 
461,DE,MINI Cooper S,18499.0,55131 ,2016,192 hp,Gasoline,Manual,140 ,5.9 
462,DE,MINI Cooper,18600.0,68200 ,1998,- hp,- (Fuel),- (Gearing Type),- (,- (
463,DE,MINI Cooper SD Countryman,18699.0,63100 ,2014,143 hp,Diesel,Manual,122 ,4.6 
464,DE,MINI Cooper S,18749.0,99450 ,2016,192 hp,Gasoline,Automatic,126 ,5.3 
465,DE,MINI Cooper S,18900.0,50411 ,2014,192 hp,Gasoline,Automatic,0 ,5.9 
466,DE,MINI Cooper S,18900.0,43390 ,2014,192 hp,Gasoline,Manual,136 ,5.8 
467,DE,MINI One,18980.0,19526 ,2017,102 hp,Gasoline,Automatic,116 ,4.9 
468,DE,MINI Cooper S,18990.0,54314 ,2016,192 hp,Gasoline,Manual,137 ,5.8 
469,DE,MINI One Cabrio,18990.0,55000 ,2018,102 hp,Gasoline,Manual,115 ,5 
470,DE,MINI Cooper,19290.0,- ,,102 hp,,,,
471,,,,,2018,190 hp,Gasoline,Automatic,130 ,5.5 
472,DE,MINI One Countryman,19440.0,16625 ,2017,190 hp,Gasoline,Manual,144 ,6 
473,DE,MINI Cooper S Countryman,19450.0,67974 ,2015,136 hp,Gasoline,Automatic,162 ,6.1 
474,DE,MINI Cooper Countryman,19690.0,59987 ,2018,136 hp,Gasoline,Manual,139 ,4.6 
475,DE,MINI Cooper,19749.0,39750 ,2017,136 hp,Gasoline,Automatic,121 ,5.1 
476,DE,MINI Cooper Cabrio,19770.0,34109 ,2018,136 hp,Gasoline,Manual,122 ,5.4 
477,DE,MINI Cooper,19980.0,39759 ,2016,143 hp,Gasoline,Manual,109 ,4.6 
478,DE,MINI Cooper,19990.0,78089 ,,136 hp,,,,
479,DE,MINI Cooper,19990.0,- ,,136 hp,,,,
